employee_id,dept_id,role_id,band,salary_annual_inr,performance_2023,performance_2024,years_at_company,years_in_current_role,attrition,attrition_date,attrition_reason,promotion_last_2yrs,training_count_2024,training_hours_2024,job_satisfaction,work_life_balance,overtime_hours_monthly
EMP0288,D01,R02,E2,1197143,4,4,8.04,2.17,No,,,Yes,4,44,4,3,10
EMP0289,D01,R07,E3,1287635,4,4,1.74,1.67,No,,,No,3,21,5,5,9
EMP0290,D06,R06,E2,895792,5,5,2.04,0.82,No,,,No,4,24,4,5,0
EMP0291,D07,R18,E2,733697,4,4,8.38,0.83,No,,,No,3,15,4,3,10
EMP0292,D01,R03,E3,1846222,2,2,9.16,2.48,No,,,No,3,18,2,2,8
EMP0293,D08,R20,E4,2359043,5,5,6.75,3.85,No,,,Yes,2,20,4,4,5
EMP0294,D06,R17,E1,348856,3,4,1.32,0.72,Yes,2024-07-02,Better Opportunity,No,0,0,3,3,15
EMP0295,D02,R10,E2,1003813,3,3,7.6,3.94,No,,,No,4,28,4,3,13
EMP0296,D05,R16,E2,1122053,4,4,2.2,1.76,No,,,Yes,1,7,3,3,9
EMP0297,D09,R09,E1,380143,3,4,4.42,1.62,No,,,No,3,27,3,3,11
EMP0298,D05,R16,E2,1119486,3,4,3.17,0.91,No,,,No,2,10,4,4,9
EMP0299,D08,R20,E4,2464344,4,4,6.86,2.69,Yes,2022-12-27,Career Growth,No,0,0,4,3,12
EMP0300,D05,R16,E2,948874,2,1,4.02,3.89,No,,,No,2,22,3,2,0
EMP0301,D08,R08,E3,2118653,2,2,8.67,1.36,No,,,No,4,40,5,5,13
EMP0302,D09,R10,E2,748990,4,4,3.03,0.62,Yes,2023-07-13,Work Life Balance,No,3,27,4,3,23
EMP0303,D06,R07,E3,1861938,5,5,5.86,3.68,No,,,Yes,2,12,3,3,10
EMP0304,D01,R03,E3,1858208,2,1,1.13,0.84,No,,,No,6,66,2,2,17
EMP0305,D09,R17,E1,612364,4,4,9.39,0.8,Yes,2020-04-15,Better Opportunity,No,1,6,5,5,8
EMP0306,D09,R17,E1,574815,3,2,2.32,0.76,No,,,No,0,0,3,3,5
EMP0307,D09,R17,E1,495374,3,3,9.92,2.05,No,,,No,1,5,2,2,10
EMP0308,D02,R09,E1,339352,4,4,4.15,2.77,No,,,Yes,4,28,5,4,2
EMP0309,D01,R01,E1,366636,5,5,2.5,0.89,No,,,No,1,11,4,4,10
EMP0310,D02,R11,M1,2265496,5,5,9.72,1.74,No,,,No,1,6,3,3,12
EMP0311,D07,R18,E2,606269,4,3,3.07,0.69,No,,,No,3,30,5,5,6
EMP0312,D01,R01,E1,612365,3,3,9.79,1.25,No,,,No,3,21,5,5,14
EMP0313,D01,R04,E4,1973670,3,2,3.26,1.66,No,,,No,2,10,3,3,7
EMP0314,D09,R17,E1,404490,3,3,8.39,2.1,No,,,No,6,48,3,3,6
EMP0315,D06,R06,E2,858696,4,4,1.94,1.59,No,,,No,2,16,2,2,5
EMP0316,D04,R14,E1,646117,3,3,6.52,1.42,No,,,No,3,33,3,3,14
EMP0317,D01,R03,E3,1441676,5,5,3.42,1.89,No,,,No,1,6,3,3,12
EMP0318,D09,R09,E1,542116,3,4,7.36,3.58,No,,,No,6,54,4,4,13
EMP0319,D08,R08,E3,1833453,3,3,4.89,0.69,No,,,No,2,12,4,4,10
EMP0320,D01,R05,M1,3484129,4,5,6.5,1.51,No,,,Yes,3,21,4,5,12
EMP0321,D02,R10,E2,724699,2,2,6.57,0.85,No,,,No,2,10,5,4,9
EMP0322,D08,R08,E3,1608444,4,4,7.58,1.58,No,,,No,2,16,4,5,6
EMP0323,D07,R18,E2,825732,4,4,7.42,3.03,No,,,No,2,20,3,3,13
EMP0324,D08,R20,E4,2054428,3,3,3.96,1.65,Yes,2023-09-01,Better Opportunity,No,4,24,3,3,5
EMP0325,D07,R02,E2,878890,5,5,8.7,1.99,No,,,No,1,7,5,5,18
EMP0326,D01,R02,E2,802336,3,3,6.64,1.3,Yes,2020-03-31,Work Life Balance,No,1,5,3,3,12
EMP0327,D03,R12,E1,617647,3,2,7.65,3.78,No,,,No,2,12,3,3,17
EMP0328,D01,R01,E1,438229,4,3,7.37,3.42,No,,,No,2,14,2,2,11
EMP0329,D04,R14,E1,577802,3,2,9.92,3.92,No,,,No,3,21,4,3,6
EMP0330,D01,R01,E1,662949,3,4,5.36,2.45,No,,,No,1,7,5,4,12
EMP0331,D06,R17,E1,524277,5,5,4.28,3.65,No,,,No,3,18,3,4,3
EMP0332,D03,R12,E1,446289,4,3,5.66,2.65,No,,,No,5,30,4,5,11
EMP0333,D01,R06,E2,1000435,3,3,7.41,2.67,No,,,No,2,22,5,4,0
EMP0334,D08,R07,E3,1648001,5,4,2.21,0.6,No,,,No,2,12,2,2,3
EMP0335,D01,R01,E1,395308,1,1,4.75,3.66,No,,,No,5,35,2,2,14
EMP0336,D01,R03,E3,1904166,4,4,4.0,1.59,No,,,Yes,4,32,4,5,15
EMP0337,D01,R02,E2,954508,3,4,6.55,3.17,No,,,No,0,0,3,3,13
EMP0338,D02,R11,M1,2609025,3,3,7.89,3.9,No,,,No,0,0,3,2,3
EMP0339,D05,R16,E2,989559,5,4,7.86,3.48,No,,,Yes,1,6,4,4,9
EMP0340,D04,R15,M1,2494131,1,1,9.74,2.11,No,,,No,3,30,4,4,10
EMP0341,D06,R17,E1,351906,4,4,7.41,2.98,No,,,No,3,21,2,2,7
EMP0342,D03,R12,E1,540896,2,2,2.03,1.27,Yes,2024-01-16,Career Growth,No,1,6,5,5,8
EMP0343,D01,R02,E2,884182,2,2,4.04,2.92,No,,,No,2,20,3,3,9
EMP0344,D02,R09,E1,443604,3,2,2.18,0.92,No,,,No,4,20,4,4,12
EMP0345,D02,R09,E1,466831,3,3,2.21,1.07,No,,,No,3,27,3,3,5
EMP0346,D07,R18,E2,885618,5,5,7.0,2.5,No,,,No,4,32,3,4,12
EMP0347,D05,R16,E2,730319,3,4,4.41,4.0,No,,,No,2,22,3,3,1
EMP0348,D01,R02,E2,1145502,4,4,7.65,2.79,No,,,No,2,22,4,3,11
EMP0349,D07,R18,E2,826720,4,5,2.45,1.67,No,,,No,1,6,4,4,8
EMP0350,D01,R05,M1,3798049,4,3,9.67,3.45,No,,,No,2,12,4,4,14
EMP0351,D04,R15,M1,1965432,4,4,4.4,1.79,No,,,Yes,1,9,4,5,9
EMP0352,D09,R17,E1,580046,4,4,5.49,2.52,No,,,Yes,2,12,4,5,12
EMP0353,D10,R06,E2,1086732,4,4,2.6,1.7,No,,,No,3,27,3,3,8
EMP0354,D02,R09,E1,555545,5,4,4.63,1.17,No,,,No,2,18,4,3,3
EMP0355,D07,R18,E2,748545,5,5,7.09,1.59,No,,,No,3,30,2,1,8
EMP0356,D03,R06,E2,778558,5,5,1.8,1.46,No,,,No,3,27,3,2,5
EMP0357,D01,R03,E3,1501561,1,2,8.71,3.71,No,,,No,0,0,3,3,4
EMP0358,D05,R06,E2,726161,3,3,2.29,0.64,No,,,No,1,9,3,3,9
EMP0359,D09,R09,E1,385886,5,5,2.59,1.81,No,,,No,2,12,3,3,9
EMP0360,D07,R18,E2,615516,1,1,5.38,2.76,No,,,No,3,33,2,1,10
EMP0361,D06,R17,E1,478915,1,2,6.29,3.69,No,,,No,1,7,3,2,10
EMP0362,D09,R17,E1,461601,3,3,4.65,3.32,No,,,No,2,10,3,2,3
EMP0363,D03,R12,E1,587392,4,5,7.04,1.32,No,,,Yes,1,7,1,1,5
EMP0364,D01,R02,E2,927047,4,4,5.67,3.23,No,,,No,0,0,4,3,14
EMP0365,D08,R03,E3,2025318,5,5,9.76,0.87,No,,,Yes,2,20,5,5,9
EMP0366,D06,R17,E1,329958,3,3,2.97,1.92,No,,,No,3,30,4,5,9
EMP0367,D02,R11,M1,2500273,4,3,6.12,1.45,No,,,No,1,8,4,4,12
EMP0368,D01,R03,E3,2201780,4,4,9.94,3.26,No,,,No,1,7,4,5,11
EMP0369,D01,R01,E1,488436,4,4,7.62,0.87,No,,,No,0,0,5,5,6
EMP0370,D03,R12,E1,457841,4,3,2.62,2.47,No,,,No,3,18,4,4,13
EMP0371,D09,R17,E1,386524,4,4,6.49,3.16,No,,,No,4,32,4,4,9
EMP0372,D06,R06,E2,1174038,3,3,6.9,1.58,No,,,No,1,5,4,4,11
EMP0373,D04,R14,E1,441627,4,3,5.39,0.92,No,,,No,2,10,5,5,18
EMP0374,D03,R13,E3,1896236,5,5,8.92,3.75,No,,,No,1,6,5,4,12
EMP0375,D08,R20,E4,2504590,3,3,2.95,2.56,No,,,No,2,20,3,4,9
EMP0376,D03,R07,E3,1647711,2,1,6.36,3.25,No,,,No,0,0,4,4,12
EMP0377,D07,R18,E2,612952,4,4,5.91,1.97,No,,,Yes,0,0,1,2,12
EMP0378,D01,R02,E2,925401,4,4,5.08,3.01,No,,,No,3,33,4,3,0
EMP0379,D03,R12,E1,379566,1,2,1.92,1.03,No,,,No,3,15,3,4,13
EMP0380,D09,R09,E1,482969,3,3,0.6,0.54,No,,,No,1,8,3,3,5
EMP0381,D09,R17,E1,484998,4,4,9.13,3.38,No,,,No,1,5,2,3,10
EMP0382,D09,R17,E1,388755,4,4,1.96,1.61,No,,,No,1,11,3,3,10
EMP0383,D04,R15,M1,2377849,4,5,7.64,3.57,No,,,No,3,21,4,4,14
EMP0384,D02,R09,E1,345874,3,3,3.77,2.8,No,,,No,2,14,4,3,8
EMP0385,D09,R17,E1,320548,3,3,1.97,1.86,Yes,2023-11-09,Better Opportunity,No,1,11,2,1,6
EMP0386,D06,R17,E1,490457,4,4,1.68,1.35,No,,,No,2,16,4,4,14
EMP0387,D07,R18,E2,565732,4,4,1.84,1.71,No,,,No,3,18,2,2,3
EMP0388,D09,R17,E1,370905,1,1,9.54,2.77,No,,,No,1,9,2,2,14
EMP0389,D06,R07,E3,1508332,4,3,1.6,1.5,No,,,No,1,7,2,2,7
EMP0390,D09,R09,E1,325096,4,5,1.38,0.79,No,,,No,6,42,5,5,12
EMP0391,D01,R03,E3,1341373,3,3,6.33,3.2,No,,,No,2,12,4,4,8
EMP0392,D01,R08,E3,2094230,2,2,5.68,1.19,No,,,No,4,40,1,1,6
EMP0393,D03,R12,E1,460149,4,4,3.12,3.0,No,,,No,3,33,4,4,3
EMP0394,D07,R18,E2,863541,5,4,8.25,0.52,No,,,No,1,8,4,4,8
EMP0395,D02,R09,E1,468627,4,5,3.68,2.86,No,,,No,1,7,4,4,17
EMP0396,D09,R17,E1,422577,2,2,3.05,2.1,No,,,No,0,0,4,4,0
EMP0397,D02,R10,E2,813330,1,2,5.35,3.85,No,,,No,1,9,4,4,12
EMP0398,D05,R16,E2,1240931,4,4,9.05,3.11,No,,,No,1,11,2,2,18
EMP0399,D06,R17,E1,402668,3,3,1.91,1.6,No,,,No,3,33,4,3,13
EMP0400,D01,R02,E2,1156128,2,3,9.42,0.95,No,,,No,3,27,4,4,13
EMP0401,D09,R09,E1,566128,5,5,2.26,1.95,No,,,No,1,9,2,2,5
EMP0402,D10,R19,E4,2103446,4,4,2.76,2.54,No,,,No,3,18,1,2,9
EMP0403,D09,R09,E1,413759,5,5,9.22,1.18,No,,,No,6,66,2,3,6
EMP0404,D05,R16,E2,1009582,5,5,0.72,0.58,No,,,No,5,45,4,4,16
EMP0405,D04,R15,M1,1425796,4,4,1.14,0.64,No,,,No,3,30,4,4,18
EMP0406,D06,R06,E2,986706,4,4,7.4,3.1,No,,,No,1,9,2,1,12
EMP0407,D03,R13,E3,1555892,4,4,7.83,3.98,No,,,No,5,40,4,5,1
EMP0408,D09,R17,E1,487883,3,3,2.51,0.72,No,,,No,2,12,2,2,12
EMP0409,D09,R09,E1,336814,4,4,3.66,2.29,No,,,No,1,6,3,3,13
EMP0410,D01,R05,M1,4069744,3,3,1.85,0.71,No,,,No,3,15,2,3,14
EMP0411,D09,R09,E1,355404,4,5,1.53,0.91,No,,,No,0,0,1,1,9
EMP0412,D05,R16,E2,871738,5,5,6.87,3.76,No,,,No,2,10,4,4,12
EMP0413,D06,R06,E2,835176,4,4,5.31,2.22,No,,,No,2,12,3,3,9
EMP0414,D04,R14,E1,368508,2,1,3.05,2.39,No,,,No,2,14,3,3,8
EMP0415,D02,R11,M1,2454524,1,1,8.99,2.04,Yes,2018-02-23,Compensation,No,0,0,1,1,14
EMP0416,D09,R17,E1,370631,3,3,3.89,1.81,No,,,No,3,30,3,2,14
EMP0417,D04,R14,E1,584869,3,3,9.14,2.33,No,,,No,5,55,4,4,13
EMP0418,D07,R02,E2,1048220,3,3,1.68,0.68,No,,,No,0,0,4,4,6
EMP0419,D06,R17,E1,419385,2,2,2.35,2.04,No,,,No,1,6,2,2,12
EMP0420,D05,R07,E3,1551237,3,3,5.17,3.57,No,,,No,3,21,4,4,18
EMP0421,D01,R02,E2,768991,2,2,8.94,1.02,No,,,No,2,22,2,2,6
EMP0422,D09,R17,E1,351699,4,5,2.22,0.92,No,,,No,0,0,3,3,8
EMP0423,D02,R09,E1,379315,3,3,2.81,0.78,No,,,No,3,15,2,3,1
EMP0424,D10,R07,E3,1457255,2,1,1.79,1.63,No,,,No,5,50,5,5,13
EMP0425,D01,R02,E2,919763,5,4,6.9,2.24,Yes,2020-03-25,Work Life Balance,No,2,12,4,5,5
EMP0426,D01,R03,E3,1622954,4,5,9.95,1.28,No,,,No,6,60,1,1,9
EMP0427,D01,R03,E3,1553889,4,4,4.39,2.75,No,,,No,2,12,3,3,12
EMP0428,D08,R08,E3,1828385,5,5,8.67,3.98,No,,,No,2,12,5,4,9
EMP0429,D01,R03,E3,1892811,2,2,7.7,0.66,Yes,2021-07-26,Compensation,No,2,18,3,3,11
EMP0430,D02,R10,E2,876978,4,4,6.84,2.87,No,,,Yes,0,0,3,3,12
EMP0431,D02,R09,E1,589488,3,3,2.23,2.2,No,,,No,1,6,4,4,5
EMP0432,D07,R18,E2,634934,5,4,8.44,2.42,No,,,No,1,8,5,5,9
EMP0433,D07,R18,E2,871750,3,3,6.08,1.82,No,,,No,4,44,3,3,3
EMP0434,D06,R07,E3,1809011,5,5,3.29,1.33,No,,,No,1,10,5,4,11
EMP0435,D02,R10,E2,766511,4,4,6.08,3.48,No,,,No,5,40,4,4,18
EMP0436,D03,R12,E1,553324,2,1,5.65,1.57,No,,,No,6,60,5,4,7
EMP0437,D07,R18,E2,770308,5,5,8.83,3.31,No,,,No,0,0,3,3,19
EMP0438,D03,R12,E1,460226,3,3,5.86,3.77,No,,,No,2,10,5,5,8
EMP0439,D03,R13,E3,1743180,3,4,6.6,1.18,No,,,No,1,11,3,3,16
EMP0440,D02,R11,M1,2083038,4,4,8.89,2.71,No,,,No,2,22,4,4,9
EMP0441,D01,R02,E2,1024778,3,2,6.52,3.12,No,,,No,1,5,3,3,11
EMP0442,D07,R18,E2,753402,4,4,9.05,2.39,No,,,Yes,7,77,3,3,3
EMP0443,D02,R09,E1,404988,4,3,1.74,1.4,Yes,2024-01-29,Better Opportunity,No,5,40,5,5,12
EMP0444,D02,R10,E2,945584,5,5,7.69,2.26,No,,,No,1,8,3,3,10
EMP0445,D05,R16,E2,882540,2,2,5.5,2.97,No,,,No,2,18,5,5,10
EMP0446,D01,R06,E2,770428,3,3,5.52,3.09,No,,,No,2,16,4,4,8
EMP0447,D08,R20,E4,2365452,4,4,7.72,0.94,No,,,Yes,5,40,3,3,14
EMP0448,D09,R17,E1,358358,5,4,9.28,2.26,No,,,No,2,14,4,4,6
EMP0449,D10,R06,E2,785731,3,3,3.81,3.32,No,,,No,4,40,3,2,7
EMP0450,D02,R09,E1,470262,3,3,6.1,3.57,No,,,No,1,8,3,3,11
EMP0451,D06,R17,E1,557828,5,5,5.2,3.19,No,,,Yes,2,16,3,3,1
EMP0452,D04,R14,E1,513228,4,4,8.07,1.31,No,,,No,2,22,4,5,9
EMP0453,D05,R06,E2,732002,2,2,1.54,1.31,Yes,2024-01-15,Work Life Balance,No,2,16,3,3,7
EMP0454,D03,R06,E2,988202,4,4,6.96,0.85,No,,,No,1,8,1,1,6
EMP0455,D02,R09,E1,529228,1,1,0.63,0.62,No,,,No,2,20,4,5,14
EMP0456,D06,R07,E3,1380606,4,4,9.9,1.25,No,,,No,1,7,4,3,6
EMP0457,D07,R18,E2,803287,2,2,6.74,2.84,No,,,No,5,40,4,4,10
EMP0458,D07,R18,E2,609505,3,2,9.1,3.03,No,,,No,1,9,4,4,0
EMP0459,D01,R05,M1,3078517,3,3,9.57,0.92,No,,,No,2,18,4,4,7
EMP0460,D01,R03,E3,1598482,2,2,3.04,2.76,No,,,No,3,24,2,3,7
EMP0461,D02,R09,E1,515228,2,2,6.44,1.68,No,,,No,0,0,3,4,10
EMP0462,D01,R02,E2,750887,3,3,7.66,1.05,No,,,No,1,9,4,4,2
EMP0463,D07,R18,E2,633714,1,1,3.3,2.06,No,,,No,1,6,3,2,13
EMP0464,D05,R16,E2,994639,4,4,4.62,2.15,Yes,2020-11-16,Work Life Balance,No,2,18,3,3,15
EMP0465,D06,R07,E3,1306086,2,2,3.89,3.01,No,,,No,6,54,3,3,11
EMP0466,D03,R12,E1,486276,3,3,3.44,1.97,No,,,No,0,0,3,2,8
EMP0467,D07,R18,E2,680012,4,4,8.6,0.66,No,,,No,0,0,4,5,16
EMP0468,D06,R17,E1,585931,4,4,4.55,2.25,No,,,Yes,5,40,3,3,0
EMP0469,D04,R15,M1,2075638,4,4,2.32,1.63,No,,,Yes,3,33,2,2,16
EMP0470,D09,R10,E2,923967,4,4,3.56,2.3,No,,,No,2,14,2,2,11
EMP0471,D01,R05,M1,2897374,3,3,1.31,1.07,No,,,No,0,0,4,3,0
EMP0472,D04,R14,E1,336134,4,4,0.75,0.74,No,,,No,4,20,2,2,18
EMP0473,D01,R02,E2,738878,3,3,1.43,1.11,No,,,No,3,24,3,3,14
EMP0474,D08,R20,E4,1883658,4,5,6.16,3.66,No,,,Yes,1,9,3,3,1
EMP0475,D02,R09,E1,366367,4,5,6.98,1.91,No,,,Yes,2,18,4,4,6
EMP0476,D01,R02,E2,1062880,3,3,7.12,0.51,Yes,2019-04-12,Better Opportunity,No,3,33,3,3,6
EMP0477,D01,R02,E2,958040,4,4,7.7,2.71,No,,,No,4,40,3,2,5
EMP0478,D07,R18,E2,776988,1,2,4.36,2.37,No,,,No,2,16,4,5,11
EMP0479,D06,R17,E1,584481,4,4,4.28,2.4,No,,,No,1,6,3,3,9
EMP0480,D06,R06,E2,854988,4,4,0.67,0.55,No,,,No,2,14,5,5,7
EMP0481,D02,R09,E1,489405,4,3,3.81,3.72,No,,,No,2,22,3,3,4
EMP0482,D08,R20,E4,1846506,3,2,5.19,1.34,No,,,No,3,18,3,3,6
EMP0483,D09,R17,E1,438320,1,1,5.44,1.02,No,,,No,3,30,2,1,10
EMP0484,D01,R02,E2,727729,4,5,2.18,1.72,No,,,No,3,30,5,4,21
EMP0485,D01,R03,E3,1736364,3,3,1.39,1.3,No,,,No,1,7,3,4,10
EMP0486,D02,R10,E2,675850,3,3,1.88,1.2,No,,,No,1,10,3,4,1
EMP0487,D01,R01,E1,559307,3,2,3.03,1.01,No,,,No,5,35,4,4,13
EMP0488,D05,R06,E2,698604,4,4,5.8,1.57,No,,,No,0,0,2,3,2
EMP0489,D01,R02,E2,849414,3,3,9.79,2.65,Yes,2015-12-15,Compensation,No,0,0,4,4,2
EMP0490,D01,R02,E2,1043392,3,3,7.8,1.4,No,,,No,1,11,3,3,14
EMP0491,D08,R06,E2,1048384,4,4,6.54,2.08,No,,,Yes,0,0,2,2,13
EMP0492,D09,R17,E1,649554,4,4,8.91,1.29,No,,,No,2,14,5,5,16
EMP0493,D05,R16,E2,826683,2,2,2.41,1.53,No,,,No,1,9,2,2,10
EMP0494,D05,R06,E2,1084911,4,4,7.71,3.09,Yes,2019-10-04,Compensation,No,3,24,1,1,11
EMP0495,D09,R17,E1,622909,5,5,7.49,0.52,No,,,No,2,16,3,3,4
EMP0496,D02,R10,E2,693694,2,2,5.05,2.8,No,,,No,5,45,5,5,10
EMP0497,D01,R01,E1,371893,1,1,0.79,0.57,No,,,No,2,20,4,4,11
EMP0498,D09,R17,E1,352470,4,4,5.98,2.48,No,,,Yes,2,20,5,5,11
EMP0499,D01,R04,E4,2457252,3,3,8.56,2.77,No,,,No,1,8,1,1,9
EMP0500,D06,R17,E1,367592,4,4,9.58,0.53,No,,,No,2,18,2,2,2
